"Table S3: The table provides the IMPPAT Phytochemical identifier, Chemical name, SMILES, InChI and QEDw score for the 1335 drug-like phytochemicals in IMPPAT 2.0 identified in this study.",,,,
IMPPAT Phytochemical identifier,Chemical name,SMILES,InChI,QEDw
IMPHY004990,"Quercetin 3,3'-dimethyl ether",COc1cc(ccc1O)c1oc2cc(O)cc(c2c(=O)c1OC)O,"InChI=1S/C17H14O7/c1-22-12-5-8(3-4-10(12)19)16-17(23-2)15(21)14-11(20)6-9(18)7-13(14)24-16/h3-7,18-20H,1-2H3",0.6769
IMPHY005323,"4',5,7-Trihydroxy-3,6-dimethoxyflavone",COc1c(O)cc2c(c1O)c(=O)c(c(o2)c1ccc(cc1)O)OC,"InChI=1S/C17H14O7/c1-22-16-10(19)7-11-12(13(16)20)14(21)17(23-2)15(24-11)8-3-5-9(18)6-4-8/h3-7,18-20H,1-2H3",0.6769
IMPHY005601,Tricin,COc1cc(cc(c1O)OC)c1cc(=O)c2c(o1)cc(cc2O)O,"InChI=1S/C17H14O7/c1-22-14-3-8(4-15(23-2)17(14)21)12-7-11(20)16-10(19)5-9(18)6-13(16)24-12/h3-7,18-19,21H,1-2H3",0.6769
IMPHY005709,Eupalitin,COc1cc2oc(c3ccc(cc3)O)c(c(=O)c2c(c1OC)O)O,"InChI=1S/C17H14O7/c1-22-11-7-10-12(14(20)17(11)23-2)13(19)15(21)16(24-10)8-3-5-9(18)6-4-8/h3-7,18,20-21H,1-2H3",0.6769
IMPHY005855,Jaceosidin,COc1cc(ccc1O)c1cc(=O)c2c(o1)cc(c(c2O)OC)O,"InChI=1S/C17H14O7/c1-22-13-5-8(3-4-9(13)18)12-6-10(19)15-14(24-12)7-11(20)17(23-2)16(15)21/h3-7,18,20-21H,1-2H3",0.6769
IMPHY006103,Dillenetin,COc1ccc(cc1OC)c1oc2cc(O)cc(c2c(=O)c1O)O,"InChI=1S/C17H14O7/c1-22-11-4-3-8(5-12(11)23-2)17-16(21)15(20)14-10(19)6-9(18)7-13(14)24-17/h3-7,18-19,21H,1-2H3",0.6769
IMPHY006425,Desmethoxycentaureidin,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2O)OC)O,"InChI=1S/C17H14O7/c1-22-12-4-3-8(5-9(12)18)13-6-10(19)15-14(24-13)7-11(20)17(23-2)16(15)21/h3-7,18,20-21H,1-2H3",0.6769
IMPHY006513,Betuletol,COc1ccc(cc1)c1oc2cc(O)c(c(c2c(=O)c1O)O)OC,"InChI=1S/C17H14O7/c1-22-9-5-3-8(4-6-9)16-15(21)13(19)12-11(24-16)7-10(18)17(23-2)14(12)20/h3-7,18,20-21H,1-2H3",0.6769
IMPHY010874,Tamaridone,COc1ccc(c(c1)O)c1cc(=O)c2c(o1)cc(c(c2O)OC)O,"InChI=1S/C17H14O7/c1-22-8-3-4-9(10(18)5-8)13-6-11(19)15-14(24-13)7-12(20)17(23-2)16(15)21/h3-7,18,20-21H,1-2H3",0.6769
IMPHY007557,"11beta,13-Dihydrolactucin",OCC1=CC(=O)C2=C(C)C[C@@H]([C@@H]3[C@@H]([C@@H]12)OC(=O)[C@H]3C)O,"InChI=1S/C15H18O5/c1-6-3-9(17)12-7(2)15(19)20-14(12)13-8(5-16)4-10(18)11(6)13/h4,7,9,12-14,16-17H,3,5H2,1-2H3/t7-,9-,12+,13-,14-/m0/s1",0.6767
IMPHY002134,Vaginidin,CC(CC(=O)O[C@@H]1c2c(O[C@@H]1C(O)(C)C)ccc1c2oc(=O)cc1)C,"InChI=1S/C19H22O6/c1-10(2)9-14(21)25-17-15-12(23-18(17)19(3,4)22)7-5-11-6-8-13(20)24-16(11)15/h5-8,10,17-18,22H,9H2,1-4H3/t17-,18+/m1/s1",0.6765
IMPHY001628,"Pyrrolo(2,1-b)quinazolin-9(1H)-one, 2,3-dihydro-3,7-dihydroxy-, (3S)-",Oc1ccc2c(c1)c(=O)n1c(n2)[C@H](CC1)O,"InChI=1S/C11H10N2O3/c14-6-1-2-8-7(5-6)11(16)13-4-3-9(15)10(13)12-8/h1-2,5,9,14-15H,3-4H2/t9-/m0/s1",0.6763
IMPHY014560,Adenostemmoic acid F,OC(=O)[C@]1(C)CCC[C@@]2([C@@H]1CC[C@]13[C@@]2(O)[C@@H]2C[C@H](C1)[C@@]([C@H]3O)(O2)C)C,"InChI=1S/C20H30O5/c1-16(15(22)23)6-4-7-17(2)12(16)5-8-19-10-11-9-13(20(17,19)24)25-18(11,3)14(19)21/h11-14,21,24H,4-10H2,1-3H3,(H,22,23)/t11-,12-,13+,14-,16-,17-,18+,19+,20-/m1/s1",0.6756
IMPHY007433,Germichrysone,O[C@H]1CC(=O)c2c(C1)cc1c(c2O)c(O)cc(c1)C,"InChI=1S/C15H14O4/c1-7-2-8-4-9-5-10(16)6-12(18)14(9)15(19)13(8)11(17)3-7/h2-4,10,16-17,19H,5-6H2,1H3/t10-/m1/s1",0.6755
IMPHY000128,Nigakilactone A,COC1=C[C@@H](C)[C@H]2[C@@](C1=O)(C)[C@H]1[C@H](O)[C@@H](O)[C@@H]([C@H]3[C@@]1([C@@H](C2)OC(=O)C3)C)C,"InChI=1S/C21H30O6/c1-9-6-13(26-5)19(25)21(4)11(9)7-14-20(3)12(8-15(22)27-14)10(2)16(23)17(24)18(20)21/h6,9-12,14,16-18,23-24H,7-8H2,1-5H3/t9-,10-,11+,12+,14-,16+,17-,18+,20-,21+/m1/s1",0.6747
IMPHY013205,N-trans-feruloyl-4'-O-methyldopamine,COc1ccc(cc1O)CCNC(=O)/C=C/c1ccc(c(c1)OC)O,"InChI=1S/C19H21NO5/c1-24-17-7-4-14(11-16(17)22)9-10-20-19(23)8-5-13-3-6-15(21)18(12-13)25-2/h3-8,11-12,21-22H,9-10H2,1-2H3,(H,20,23)/b8-5+",0.6724
IMPHY001647,Gliricidin,COc1c(O)cc(cc1O)c1coc2c(c1=O)ccc(c2)O,"InChI=1S/C16H12O6/c1-21-16-12(18)4-8(5-13(16)19)11-7-22-14-6-9(17)2-3-10(14)15(11)20/h2-7,17-19H,1H3",0.6723
IMPHY004387,Isokaempferide,COc1c(oc2c(c1=O)c(O)cc(c2)O)c1ccc(cc1)O,"InChI=1S/C16H12O6/c1-21-16-14(20)13-11(19)6-10(18)7-12(13)22-15(16)8-2-4-9(17)5-3-8/h2-7,17-19H,1H3",0.6723
IMPHY004433,Chrysoeriol,COc1cc(ccc1O)c1cc(=O)c2c(o1)cc(cc2O)O,"InChI=1S/C16H12O6/c1-21-14-4-8(2-3-10(14)18)13-7-12(20)16-11(19)5-9(17)6-15(16)22-13/h2-7,17-19H,1H3",0.6723
IMPHY004434,psi-Tectorigenin,COc1c(O)cc(c2c1occ(c2=O)c1ccc(cc1)O)O,"InChI=1S/C16H12O6/c1-21-15-12(19)6-11(18)13-14(20)10(7-22-16(13)15)8-2-4-9(17)5-3-8/h2-7,17-19H,1H3",0.6723
IMPHY004479,Rhamnocitrin,COc1cc(O)c2c(c1)oc(c(c2=O)O)c1ccc(cc1)O,"InChI=1S/C16H12O6/c1-21-10-6-11(18)13-12(7-10)22-16(15(20)14(13)19)8-2-4-9(17)5-3-8/h2-7,17-18,20H,1H3",0.6723
IMPHY004490,3'-O-Methylorobol,COc1cc(ccc1O)c1coc2c(c1=O)c(O)cc(c2)O,"InChI=1S/C16H12O6/c1-21-13-4-8(2-3-11(13)18)10-7-22-14-6-9(17)5-12(19)15(14)16(10)20/h2-7,17-19H,1H3",0.6723
IMPHY004538,Cajanin,COc1cc(O)c2c(c1)occ(c2=O)c1ccc(cc1O)O,"InChI=1S/C16H12O6/c1-21-9-5-13(19)15-14(6-9)22-7-11(16(15)20)10-3-2-8(17)4-12(10)18/h2-7,17-19H,1H3",0.6723
IMPHY004557,Tectorigenin,COc1c(O)cc2c(c1O)c(=O)c(co2)c1ccc(cc1)O,"InChI=1S/C16H12O6/c1-21-16-11(18)6-12-13(15(16)20)14(19)10(7-22-12)8-2-4-9(17)5-3-8/h2-7,17-18,20H,1H3",0.6723
IMPHY004610,Pratensein,COc1ccc(cc1O)c1coc2c(c1=O)c(O)cc(c2)O,"InChI=1S/C16H12O6/c1-21-13-3-2-8(4-11(13)18)10-7-22-14-6-9(17)5-12(19)15(14)16(10)20/h2-7,17-19H,1H3",0.6723
IMPHY004966,4'-Hydroxywogonin,COc1c(O)cc(c2c1oc(cc2=O)c1ccc(cc1)O)O,"InChI=1S/C16H12O6/c1-21-15-12(20)6-10(18)14-11(19)7-13(22-16(14)15)8-2-4-9(17)5-3-8/h2-7,17-18,20H,1H3",0.6723
IMPHY005431,Diosmetin,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(cc2O)O,"InChI=1S/C16H12O6/c1-21-13-3-2-8(4-10(13)18)14-7-12(20)16-11(19)5-9(17)6-15(16)22-14/h2-7,17-19H,1H3",0.6723
IMPHY005442,Hispidulin,COc1c(O)cc2c(c1O)c(=O)cc(o2)c1ccc(cc1)O,"InChI=1S/C16H12O6/c1-21-16-11(19)7-13-14(15(16)20)10(18)6-12(22-13)8-2-4-9(17)5-3-8/h2-7,17,19-20H,1H3",0.6723
IMPHY005462,Kaempferide,COc1ccc(cc1)c1oc2cc(O)cc(c2c(=O)c1O)O,"InChI=1S/C16H12O6/c1-21-10-4-2-8(3-5-10)16-15(20)14(19)13-11(18)6-9(17)7-12(13)22-16/h2-7,17-18,20H,1H3",0.6723
IMPHY007793,Datin,COc1cc(O)c2c(c1)oc(c(c2=O)O)c1ccccc1O,"InChI=1S/C16H12O6/c1-21-8-6-11(18)13-12(7-8)22-16(15(20)14(13)19)9-4-2-3-5-10(9)17/h2-7,17-18,20H,1H3",0.6723
IMPHY008079,Geraldol,COc1cc(ccc1O)c1oc2cc(O)ccc2c(=O)c1O,"InChI=1S/C16H12O6/c1-21-13-6-8(2-5-11(13)18)16-15(20)14(19)10-4-3-9(17)7-12(10)22-16/h2-7,17-18,20H,1H3",0.6723
IMPHY009168,Scutevulin,COc1c(O)cc(c2c1oc(cc2=O)c1ccccc1O)O,"InChI=1S/C16H12O6/c1-21-15-12(20)6-10(18)14-11(19)7-13(22-16(14)15)8-4-2-3-5-9(8)17/h2-7,17-18,20H,1H3",0.6723
IMPHY009341,Artocarpetin,COc1cc(O)c2c(c1)oc(cc2=O)c1ccc(cc1O)O,"InChI=1S/C16H12O6/c1-21-9-5-12(19)16-13(20)7-14(22-15(16)6-9)10-3-2-8(17)4-11(10)18/h2-7,17-19H,1H3",0.6723
IMPHY012801,Kaempferol 5-methyl ether,COc1cc(O)cc2c1c(=O)c(c(o2)c1ccc(cc1)O)O,"InChI=1S/C16H12O6/c1-21-11-6-10(18)7-12-13(11)14(19)15(20)16(22-12)8-2-4-9(17)5-3-8/h2-7,17-18,20H,1H3",0.6723
IMPHY016905,"3,3',5-Trihydroxy-7-methoxyflavone",COc1cc(O)c2c(c1)oc(c(c2=O)O)c1cccc(c1)O,"InChI=1S/C16H12O6/c1-21-10-6-11(18)13-12(7-10)22-16(15(20)14(13)19)8-3-2-4-9(17)5-8/h2-7,17-18,20H,1H3",0.6723
IMPHY007705,"(1R,4Z,7R,8R,12S,18R)-8-hydroxy-5,7,8-trimethyl-2,10-dioxa-15-azatricyclo[10.5.1.015,18]octadec-4-ene-3,9-dione",O=C1/C=C(/C)\C[C@@H](C)[C@@](C)(O)C(=O)OC[C@@H]2[C@@H]3[C@H](O1)CCN3CC2,"InChI=1S/C18H27NO5/c1-11-8-12(2)18(3,22)17(21)23-10-13-4-6-19-7-5-14(16(13)19)24-15(20)9-11/h9,12-14,16,22H,4-8,10H2,1-3H3/b11-9-/t12-,13-,14-,16-,18-/m1/s1",0.6711
IMPHY009007,Pododacric acid,OCC(c1cc2CC[C@@H]3[C@](c2cc1O)(C)CCC[C@]3(C)C(=O)O)CO,"InChI=1S/C20H28O5/c1-19-6-3-7-20(2,18(24)25)17(19)5-4-12-8-14(13(10-21)11-22)16(23)9-15(12)19/h8-9,13,17,21-23H,3-7,10-11H2,1-2H3,(H,24,25)/t17-,19-,20+/m1/s1",0.6703
IMPHY004711,5-Deoxykievitone hydrate,Oc1ccc(c(c1)O)C1COc2c(C1=O)ccc(c2CCC(O)(C)C)O,"InChI=1S/C20H22O6/c1-20(2,25)8-7-13-16(22)6-5-14-18(24)15(10-26-19(13)14)12-4-3-11(21)9-17(12)23/h3-6,9,15,21-23,25H,7-8,10H2,1-2H3",0.6694
IMPHY005067,6-Demethoxycapillarisin,Oc1ccc(cc1)Oc1cc(=O)c2c(o1)cc(cc2O)O,"InChI=1S/C15H10O6/c16-8-1-3-10(4-2-8)20-14-7-12(19)15-11(18)5-9(17)6-13(15)21-14/h1-7,16-18H",0.6694
IMPHY014250,"1,4-Dihydroxy-5-methoxy-2-methylanthracene-9,10-dione",COc1cccc2c1C(=O)c1c(C2=O)c(O)c(cc1O)C,"InChI=1S/C16H12O5/c1-7-6-9(17)12-13(14(7)18)15(19)8-4-3-5-10(21-2)11(8)16(12)20/h3-6,17-18H,1-2H3",0.6691
IMPHY009635,Justiciresinol,OC[C@H]1[C@H](CO[C@@H]1c1ccc(c(c1)OC)O)Cc1cc(OC)c(c(c1)OC)O,"InChI=1S/C21H26O7/c1-25-17-9-13(4-5-16(17)23)21-15(10-22)14(11-28-21)6-12-7-18(26-2)20(24)19(8-12)27-3/h4-5,7-9,14-15,21-24H,6,10-11H2,1-3H3/t14-,15-,21+/m0/s1",0.6686
IMPHY005211,"1-(4-Methoxy-9H-pyrido[3,4-b]indol-1-yl)ethane-1,2-diol",OCC(c1ncc(c2c1[nH]c1c2cccc1)OC)O,"InChI=1S/C14H14N2O3/c1-19-11-6-15-13(10(18)7-17)14-12(11)8-4-2-3-5-9(8)16-14/h2-6,10,16-18H,7H2,1H3",0.6685
IMPHY004876,"2-Methyl-1-(2,4,6-trihydroxyphenyl)butan-1-one",CCC(C(=O)c1c(O)cc(cc1O)O)C,"InChI=1S/C11H14O4/c1-3-6(2)11(15)10-8(13)4-7(12)5-9(10)14/h4-6,12-14H,3H2,1-2H3",0.6669
IMPHY001387,Epicubebol glycoside,CC([C@@H]1CC[C@H](C23[C@H]1[C@H]2[C@@](C)(CC3)O[C@@H]1O[C@H](C)[C@@H]([C@@H]([C@H]1O)O)O)C)C,"InChI=1S/C21H36O5/c1-10(2)13-7-6-11(3)21-9-8-20(5,18(21)14(13)21)26-19-17(24)16(23)15(22)12(4)25-19/h10-19,22-24H,6-9H2,1-5H3/t11-,12-,13+,14-,15+,16+,17-,18+,19+,20-,21?/m1/s1",0.6665
IMPHY008774,Prosogerin B,COc1cc(C(=O)/C=C/c2ccc3c(c2)OCO3)c(cc1O)O,"InChI=1S/C17H14O6/c1-21-16-7-11(13(19)8-14(16)20)12(18)4-2-10-3-5-15-17(6-10)23-9-22-15/h2-8,19-20H,9H2,1H3/b4-2+",0.6665
IMPHY014823,Arvoside A,CC([C@@H]1CC[C@H]([C@]23[C@H]1[C@H]2[C@@](C)(CC3)O[C@@H]1O[C@H](C)[C@@H]([C@@H]([C@H]1O)O)O)C)C,"InChI=1S/C21H36O5/c1-10(2)13-7-6-11(3)21-9-8-20(5,18(21)14(13)21)26-19-17(24)16(23)15(22)12(4)25-19/h10-19,22-24H,6-9H2,1-5H3/t11-,12-,13+,14-,15+,16+,17-,18+,19+,20-,21-/m1/s1",0.6665
IMPHY006589,Vladinol D,OC[C@@H]1[C@H](OC[C@@H]1C(=O)c1ccc(c(c1)OC)O)c1ccc(c(c1)OC)O,"InChI=1S/C20H22O7/c1-25-17-7-11(3-5-15(17)22)19(24)14-10-27-20(13(14)9-21)12-4-6-16(23)18(8-12)26-2/h3-8,13-14,20-23H,9-10H2,1-2H3/t13-,14-,20+/m0/s1",0.6663
IMPHY013030,Hydroxymatairesinol,COc1cc(ccc1O)C[C@H]1C(=O)OC[C@@H]1[C@@H](c1ccc(c(c1)OC)O)O,"InChI=1S/C20H22O7/c1-25-17-8-11(3-5-15(17)21)7-13-14(10-27-20(13)24)19(23)12-4-6-16(22)18(9-12)26-2/h3-6,8-9,13-14,19,21-23H,7,10H2,1-2H3/t13-,14+,19-/m1/s1",0.6657
IMPHY004937,Toralactone,COc1cc2cc3cc(C)oc(=O)c3c(c2c(c1)O)O,"InChI=1S/C15H12O5/c1-7-3-8-4-9-5-10(19-2)6-11(16)12(9)14(17)13(8)15(18)20-7/h3-6,16-17H,1-2H3",0.6656
IMPHY006031,Rubrofusarin,COc1cc2cc3oc(C)cc(=O)c3c(c2c(c1)O)O,"InChI=1S/C15H12O5/c1-7-3-10(16)14-12(20-7)5-8-4-9(19-2)6-11(17)13(8)15(14)18/h3-6,17-18H,1-2H3",0.6656
IMPHY016626,"2-(2,2-Dimethylhydrazino)-4-(5-nitro-2-furyl)thiazole",CN(Nc1scc(n1)c1ccc(o1)[N+](=O)[O-])C,"InChI=1S/C9H10N4O3S/c1-12(2)11-9-10-6(5-17-9)7-3-4-8(16-7)13(14)15/h3-5H,1-2H3,(H,10,11)",0.6647
IMPHY014422,18-Beta-hydroxy-3-epi-alpha-yohimbine,COC(=O)[C@H]1[C@H]2C[C@H]3N(C[C@H]2C[C@H]([C@@H]1O)O)CCc1c3[nH]c2c1cccc2,"InChI=1S/C21H26N2O4/c1-27-21(26)18-14-9-16-19-13(12-4-2-3-5-15(12)22-19)6-7-23(16)10-11(14)8-17(24)20(18)25/h2-5,11,14,16-18,20,22,24-25H,6-10H2,1H3/t11-,14+,16-,17-,18+,20+/m1/s1",0.6644
IMPHY014738,18-Hydroxyepialloyohimbine,COC(=O)[C@H]1[C@H]2C[C@H]3N(C[C@H]2CC([C@@H]1O)O)CCc1c3[nH]c2c1cccc2,"InChI=1S/C21H26N2O4/c1-27-21(26)18-14-9-16-19-13(12-4-2-3-5-15(12)22-19)6-7-23(16)10-11(14)8-17(24)20(18)25/h2-5,11,14,16-18,20,22,24-25H,6-10H2,1H3/t11-,14+,16-,17?,18+,20+/m1/s1",0.6644
IMPHY013584,Dihydromicromelin B,COc1cc2oc(=O)ccc2cc1[C@H]1O[C@H]([C@]2([C@@H]1O2)C)O,"InChI=1S/C15H14O6/c1-15-13(21-15)12(20-14(15)17)8-5-7-3-4-11(16)19-9(7)6-10(8)18-2/h3-6,12-14,17H,1-2H3/t12-,13-,14-,15-/m1/s1",0.6639
IMPHY001904,Serotobenine,COc1cc(ccc1O)[C@H]1Oc2c3[C@@H]1C(=O)NCCc1c3c(cc2)[nH]c1,"InChI=1S/C20H18N2O4/c1-25-15-8-10(2-4-13(15)23)19-18-17-14(26-19)5-3-12-16(17)11(9-22-12)6-7-21-20(18)24/h2-5,8-9,18-19,22-23H,6-7H2,1H3,(H,21,24)/t18-,19+/m0/s1",0.6636
IMPHY001712,Maesopsin,Oc1ccc(cc1)CC1(O)Oc2c(C1=O)c(O)cc(c2)O,"InChI=1S/C15H12O6/c16-9-3-1-8(2-4-9)7-15(20)14(19)13-11(18)5-10(17)6-12(13)21-15/h1-6,16-18,20H,7H2",0.6634
IMPHY010492,Teucroxide,OC[C@@]12OC[C@@]32[C@H](O)C[C@H]([C@@]2(C3C[C@@H](C1)O)CC(OC2=O)c1ccoc1)C,"InChI=1S/C20H26O7/c1-11-4-16(23)20-10-26-18(20,9-21)6-13(22)5-15(20)19(11)7-14(27-17(19)24)12-2-3-25-8-12/h2-3,8,11,13-16,21-23H,4-7,9-10H2,1H3/t11-,13+,14?,15?,16-,18+,19-,20+/m1/s1",0.663
IMPHY014270,"1,2-Dihydro-1,3,8-trihydroxy-2-methylanthraquinone",O=C1C=C2C(=C(O)c3c(C2=O)cccc3O)C(C1C)O,"InChI=1S/C15H12O5/c1-6-10(17)5-8-12(13(6)18)15(20)11-7(14(8)19)3-2-4-9(11)16/h2-6,13,16,18,20H,1H3",0.6626
IMPHY009235,Sepinol,COc1c(O)cc(cc1O)[C@H]1Oc2cc(O)ccc2C(=O)[C@@H]1O,"InChI=1S/C16H14O7/c1-22-16-10(18)4-7(5-11(16)19)15-14(21)13(20)9-3-2-8(17)6-12(9)23-15/h2-6,14-15,17-19,21H,1H3/t14-,15+/m0/s1",0.6625
IMPHY013498,Dihydroisorhamnetin,COc1cc(ccc1O)C1Oc2cc(O)cc(c2C(=O)C1O)O,"InChI=1S/C16H14O7/c1-22-11-4-7(2-3-9(11)18)16-15(21)14(20)13-10(19)5-8(17)6-12(13)23-16/h2-6,15-19,21H,1H3",0.6625
IMPHY003665,Nortrachelogenin,COc1cc(ccc1O)C[C@H]1COC(=O)[C@]1(O)Cc1ccc(c(c1)OC)O,"InChI=1S/C20H22O7/c1-25-17-8-12(3-5-15(17)21)7-14-11-27-19(23)20(14,24)10-13-4-6-16(22)18(9-13)26-2/h3-6,8-9,14,21-22,24H,7,10-11H2,1-2H3/t14-,20-/m0/s1",0.6623
IMPHY004002,Wikstromol,COc1cc(ccc1O)C[C@@H]1COC(=O)[C@@]1(O)Cc1ccc(c(c1)OC)O,"InChI=1S/C20H22O7/c1-25-17-8-12(3-5-15(17)21)7-14-11-27-19(23)20(14,24)10-13-4-6-16(22)18(9-13)26-2/h3-6,8-9,14,21-22,24H,7,10-11H2,1-2H3/t14-,20-/m1/s1",0.6623
IMPHY006759,Isoethuliacoumarin A,C=C[C@@]1(C)C[C@](O)(Oc2c1c(=O)oc1c2c(C)ccc1)[C@H](C(=C)C)O,"InChI=1S/C20H22O5/c1-6-19(5)10-20(23,17(21)11(2)3)25-16-14-12(4)8-7-9-13(14)24-18(22)15(16)19/h6-9,17,21,23H,1-2,10H2,3-5H3/t17-,19-,20-/m0/s1",0.6621
IMPHY006852,Nepetaefolinol,O[C@@H]1C[C@@H](C)[C@@]2([C@]34[C@@H]1[C@@](C)(CCC3)C(=O)OC4)CCC1(O2)CCOC1=O,"InChI=1S/C20H28O6/c1-12-10-13(21)14-17(2)4-3-5-18(14,11-25-15(17)22)20(12)7-6-19(26-20)8-9-24-16(19)23/h12-14,21H,3-11H2,1-2H3/t12-,13-,14+,17-,18-,19?,20-/m1/s1",0.662
IMPHY001182,Galanganol B,OC[C@@H]([C@@H](c1ccc(cc1)O)O)C/C=C\c1ccc(cc1)O,"InChI=1S/C18H20O4/c19-12-15(18(22)14-6-10-17(21)11-7-14)3-1-2-13-4-8-16(20)9-5-13/h1-2,4-11,15,18-22H,3,12H2/b2-1-/t15-,18+/m0/s1",0.6611
IMPHY003187,Fallacinol,OCc1cc(O)c2c(c1)C(=O)c1c(C2=O)c(O)cc(c1)OC,"InChI=1S/C16H12O6/c1-22-8-4-10-14(12(19)5-8)16(21)13-9(15(10)20)2-7(6-17)3-11(13)18/h2-5,17-19H,6H2,1H3",0.6602
IMPHY008405,"3,5-Dihydroxy-2-(hydroxymethyl)-1-methoxyanthracene-9,10-dione",COc1c2C(=O)c3cccc(c3C(=O)c2cc(c1CO)O)O,"InChI=1S/C16H12O6/c1-22-16-9(6-17)11(19)5-8-13(16)14(20)7-3-2-4-10(18)12(7)15(8)21/h2-5,17-19H,6H2,1H3",0.6602
IMPHY008787,Questinol,OCc1cc(O)c2c(c1)C(=O)c1c(C2=O)c(OC)cc(c1)O,"InChI=1S/C16H12O6/c1-22-12-5-8(18)4-10-14(12)16(21)13-9(15(10)20)2-7(6-17)3-11(13)19/h2-5,17-19H,6H2,1H3",0.6602
IMPHY009458,Caesalpin J,COC1C2(O)COC3=CC(=O)C=CC13c1c(C2)cc(c(c1)O)O,"InChI=1S/C17H16O6/c1-22-15-16(21)7-9-4-12(19)13(20)6-11(9)17(15)3-2-10(18)5-14(17)23-8-16/h2-6,15,19-21H,7-8H2,1H3",0.6598
IMPHY009971,"5-Hydroxy-4,5,6-trimethyl-2,8-dioxa-13-azatricyclo[8.5.1.013,16]hexadecane-3,7-dione",O=C1OC2CCN3C2C(CC3)COC(=O)C(C(C1C)(C)O)C,"InChI=1S/C16H25NO5/c1-9-14(18)21-8-11-4-6-17-7-5-12(13(11)17)22-15(19)10(2)16(9,3)20/h9-13,20H,4-8H2,1-3H3",0.6593
IMPHY014944,Isocrocandine,O=C1O[C@@H]2CCN3[C@@H]2[C@@H](CC3)COC(=O)[C@H]([C@]([C@H]1C)(C)O)C,"InChI=1S/C16H25NO5/c1-9-14(18)21-8-11-4-6-17-7-5-12(13(11)17)22-15(19)10(2)16(9,3)20/h9-13,20H,4-8H2,1-3H3/t9-,10+,11+,12-,13-,16+/m1/s1",0.6593
IMPHY003896,cis-Zeatin,OC/C(=C\CNc1ncnc2c1[nH]cn2)/C,"InChI=1S/C10H13N5O/c1-7(4-16)2-3-11-9-8-10(13-5-12-8)15-6-14-9/h2,5-6,16H,3-4H2,1H3,(H2,11,12,13,14,15)/b7-2-",0.6589
IMPHY003906,trans-Zeatin,OC/C(=C/CNc1ncnc2c1[nH]cn2)/C,"InChI=1S/C10H13N5O/c1-7(4-16)2-3-11-9-8-10(13-5-12-8)15-6-14-9/h2,5-6,16H,3-4H2,1H3,(H2,11,12,13,14,15)/b7-2+",0.6589
IMPHY011335,Cleomiscosin A,OC[C@H]1Oc2c(O[C@@H]1c1ccc(c(c1)OC)O)c(OC)cc1c2oc(=O)cc1,"InChI=1S/C20H18O8/c1-24-13-7-10(3-5-12(13)22)17-15(9-21)26-20-18-11(4-6-16(23)27-18)8-14(25-2)19(20)28-17/h3-8,15,17,21-22H,9H2,1-2H3/t15-,17-/m1/s1",0.6584
IMPHY011405,"(2R,3R)-2-(4-hydroxy-3-methoxyphenyl)-3-(hydroxymethyl)-5-methoxy-2,3-dihydropyrano[3,2-h][1,4]benzodioxin-9-one",OC[C@H]1Oc2c(OC)cc3c(c2O[C@@H]1c1ccc(c(c1)OC)O)oc(=O)cc3,"InChI=1S/C20H18O8/c1-24-13-7-10(3-5-12(13)22)17-15(9-21)26-19-14(25-2)8-11-4-6-16(23)27-18(11)20(19)28-17/h3-8,15,17,21-22H,9H2,1-2H3/t15-,17-/m1/s1",0.6584
IMPHY012928,Intricatinol,COc1ccc(cc1)/C=C/1\COc2c(C1=O)ccc(c2O)O,"InChI=1S/C17H14O5/c1-21-12-4-2-10(3-5-12)8-11-9-22-17-13(15(11)19)6-7-14(18)16(17)20/h2-8,18,20H,9H2,1H3/b11-8+",0.6584
IMPHY013590,"(2S,3S)-3-(4-Hydroxy-3,5-dimethoxyphenyl)-2-(hydroxymethyl)-2,3-dihydropyrano[3,2-g][1,4]benzodioxin-7-one",OC[C@@H]1Oc2cc3ccc(=O)oc3cc2O[C@H]1c1cc(OC)c(c(c1)OC)O,"InChI=1S/C20H18O8/c1-24-15-6-11(7-16(25-2)19(15)23)20-17(9-21)26-13-5-10-3-4-18(22)27-12(10)8-14(13)28-20/h3-8,17,20-21,23H,9H2,1-2H3/t17-,20-/m0/s1",0.6584
IMPHY001550,Aurantio-obtusin,COc1c2c(cc(c1O)C)C(=O)c1c(C2=O)c(O)c(c(c1)O)OC,"InChI=1S/C17H14O7/c1-6-4-7-11(17(24-3)12(6)19)14(21)10-8(13(7)20)5-9(18)16(23-2)15(10)22/h4-5,18-19,22H,1-3H3",0.6574
IMPHY010131,"1,3,5-Trihydroxy-6,7-dimethoxy-2-methylanthraquinone",COc1c(OC)cc2c(c1O)C(=O)c1c(C2=O)c(O)c(c(c1)O)C,"InChI=1S/C17H14O7/c1-6-9(18)4-7-11(13(6)19)15(21)8-5-10(23-2)17(24-3)16(22)12(8)14(7)20/h4-5,18-19,22H,1-3H3",0.6574
